Element,Atomic Number,Mass Number,Neutron Count,Proton Count,Binding Energy (MeV),Half-Life (seconds),Decay Mode,Stability Index,Predicted Existence Probability (%)
Helium,2,5,3,2,3.061,726735459043.8091,Electron Capture,0.594,77.55
Aluminum,13,46,33,13,9.536,342261108593.0305,Gamma,0.234,86.23
Phosphorus,15,32,17,15,9.981,301849064799.1715,Beta+,0.305,55.39
Beryllium,4,15,11,4,13.64,873581553165.8733,Beta+,0.79,69.88
Helium,2,4,2,2,7.176,827215670926.0323,Spontaneous Fission,0.915,58.54
Oxygen,8,28,20,8,6.854,551354748558.5416,Spontaneous Fission,0.96,63.81
Lithium,3,11,8,3,12.185,619034353901.9977,Alpha,0.955,59.67
Sodium,11,27,16,11,10.987,354026786464.73,Electron Capture,0.021,83.64
Phosphorus,15,45,30,15,12.146,985637053814.1008,Beta-,0.024,63.75
Boron,5,17,12,5,14.416,176606665518.65988,Gamma,0.489,92.12
Oxygen,8,16,8,8,9.383,inf,Stable,1.0,100.0
Helium,2,6,4,2,10.462,287107429720.33887,Beta+,0.348,50.89
Silicon,14,37,23,14,6.286,inf,Stable,1.0,100.0
Magnesium,12,38,26,12,6.593,111865390160.46071,Beta-,0.199,82.05
Aluminum,13,42,29,13,3.353,31213851187.52362,Spontaneous Fission,0.471,55.58
Fluorine,9,36,27,9,12.407,inf,Stable,1.0,100.0
Sodium,11,31,20,11,5.242,903887602612.0251,Electron Capture,0.59,63.03
Silicon,14,52,38,14,6.274,552105929525.8184,Electron Capture,0.916,91.88
Hydrogen,1,4,3,1,2.04,inf,Stable,1.0,100.0
Oxygen,8,23,15,8,9.242,911412197977.8707,Alpha,0.456,60.08
Silicon,14,30,16,14,5.417,925688156674.2518,Electron Capture,0.764,92.88
Lithium,3,6,3,3,5.819,107154209093.32318,Alpha,0.559,51.6
Magnesium,12,34,22,12,7.141,257591762803.28568,Beta-,0.572,54.58
Fluorine,9,29,20,9,14.078,378033084310.12775,Gamma,0.981,94.8
Magnesium,12,34,22,12,3.365,71372818582.8041,Alpha,0.995,74.6
Sodium,11,28,17,11,8.743,26877873430.149025,Spontaneous Fission,0.002,77.21
Oxygen,8,30,22,8,10.446,inf,Stable,1.0,100.0
Silicon,14,32,18,14,14.151,inf,Stable,1.0,100.0
Fluorine,9,31,22,9,11.766,624668203289.4597,Alpha,0.353,52.47
Magnesium,12,41,29,12,14.223,372011454665.07635,Beta+,0.745,50.93
Phosphorus,15,52,37,15,5.889,748070637354.3712,Beta-,0.479,59.87
Aluminum,13,43,30,13,1.017,inf,Stable,1.0,100.0
Magnesium,12,27,15,12,3.851,92030955805.44086,Beta+,0.519,72.32
Magnesium,12,35,23,12,3.742,184325599779.51767,Spontaneous Fission,0.824,82.28
Helium,2,8,6,2,9.066,616548622992.3573,Alpha,0.223,58.61
Magnesium,12,39,27,12,11.635,405184597615.6894,Electron Capture,0.812,70.28
Beryllium,4,12,8,4,14.143,940093967086.9576,Alpha,0.346,98.79
Hydrogen,1,2,1,1,10.905,855529978976.6074,Beta+,0.943,69.06
Beryllium,4,8,4,4,5.637,72878725809.62018,Spontaneous Fission,0.497,62.72
Boron,5,14,9,5,1.088,910741991558.1807,Alpha,0.385,77.91
Carbon,6,15,9,6,8.085,inf,Stable,1.0,100.0
Aluminum,13,45,32,13,8.866,289799387721.53467,Alpha,0.239,96.32
Magnesium,12,30,18,12,1.448,355210439600.71954,Beta-,0.189,77.43
Phosphorus,15,53,38,15,12.451,inf,Stable,1.0,100.0
Phosphorus,15,36,21,15,1.254,416834567128.45435,Beta-,0.234,89.36
Phosphorus,15,43,28,15,2.8,162674120941.79056,Spontaneous Fission,0.616,52.9
Sodium,11,32,21,11,3.458,255409879567.58987,Beta+,0.834,67.93
Beryllium,4,15,11,4,7.944,718346316450.2031,Gamma,0.431,56.64
Sodium,11,36,25,11,7.983,inf,Stable,1.0,100.0
Magnesium,12,44,32,12,7.287,83474637999.9296,Gamma,0.004,85.75
Lithium,3,8,5,3,14.507,412961975789.062,Beta+,0.25,83.42
Oxygen,8,22,14,8,2.827,441467502125.619,Gamma,0.747,79.23
Hydrogen,1,3,2,1,1.963,77793922703.68756,Spontaneous Fission,0.095,57.38
Silicon,14,42,28,14,1.25,430720560749.3203,Alpha,0.776,61.93
Carbon,6,18,12,6,4.696,841569125986.3516,Spontaneous Fission,0.083,93.53
Silicon,14,50,36,14,9.514,477067789257.4352,Spontaneous Fission,0.259,51.53
Oxygen,8,16,8,8,3.69,373860068308.92004,Electron Capture,0.315,66.83
Boron,5,17,12,5,10.806,475614335553.27704,Beta+,0.661,89.63
Magnesium,12,45,33,12,13.728,inf,Stable,1.0,100.0
Sodium,11,43,32,11,2.115,731161342018.7336,Beta-,0.802,87.94
Beryllium,4,16,12,4,2.733,421294795958.8318,Spontaneous Fission,0.793,88.48
Boron,5,12,7,5,1.356,730384998678.504,Electron Capture,0.303,67.65
Fluorine,9,21,12,9,12.85,752131310545.891,Electron Capture,0.43,96.25
Lithium,3,6,3,3,13.511,664264496032.7561,Spontaneous Fission,0.509,85.44
Aluminum,13,34,21,13,11.087,inf,Stable,1.0,100.0
Sodium,11,31,20,11,5.468,574151628013.5317,Beta+,0.738,97.67
Fluorine,9,36,27,9,5.078,209759515998.72577,Spontaneous Fission,0.695,59.85
Phosphorus,15,52,37,15,12.214,104484350581.43112,Beta-,0.508,70.91
Sodium,11,23,12,11,11.14,236626888278.64432,Gamma,0.825,53.89
Sodium,11,36,25,11,8.066,792771914480.335,Alpha,0.639,66.34
Aluminum,13,47,34,13,4.093,254177499485.99765,Beta-,0.795,68.74
Nitrogen,7,18,11,7,14.03,625242831879.3019,Alpha,0.498,64.5
Nitrogen,7,23,16,7,12.812,804961880802.6318,Electron Capture,0.848,68.89
Aluminum,13,45,32,13,9.359,441615306555.89056,Alpha,0.956,84.77
Helium,2,6,4,2,7.645,679318075566.7726,Gamma,0.136,66.46
Lithium,3,6,3,3,7.58,394068119320.45526,Beta+,0.163,88.13
Phosphorus,15,45,30,15,11.314,95041632780.48694,Beta+,0.365,55.69
Boron,5,13,8,5,3.231,980486053218.5708,Gamma,0.726,83.83
Lithium,3,7,4,3,9.673,406608848419.7905,Gamma,0.782,51.45
Nitrogen,7,20,13,7,2.939,277386744831.43176,Spontaneous Fission,0.916,71.2
Boron,5,19,14,5,7.658,992780046950.413,Alpha,0.017,81.3
Neon,10,30,20,10,14.926,10394873857.604183,Beta-,0.833,58.47
Phosphorus,15,54,39,15,7.415,912614662888.9943,Spontaneous Fission,0.647,85.69
Silicon,14,48,34,14,12.532,908815862688.7938,Beta+,0.05,88.97
Beryllium,4,13,9,4,13.663,508472193655.4001,Alpha,0.875,75.33
Fluorine,9,23,14,9,10.18,713496879762.36,Alpha,0.372,51.0
Fluorine,9,36,27,9,11.791,302286367530.6566,Gamma,0.395,88.95
Phosphorus,15,44,29,15,11.559,82815722864.31105,Spontaneous Fission,0.83,66.11
Silicon,14,42,28,14,12.849,953198398371.1074,Gamma,0.237,95.6
Boron,5,17,12,5,11.072,679663927665.0732,Beta+,0.142,77.49
Lithium,3,6,3,3,14.954,889134950601.4154,Beta-,0.385,65.67
Oxygen,8,16,8,8,5.442,810882733167.7637,Beta+,0.301,59.37
Neon,10,36,26,10,11.226,494476503582.9073,Alpha,0.16,58.53
Nitrogen,7,26,19,7,4.27,154883558521.32108,Gamma,0.094,63.2
Silicon,14,34,20,14,1.399,227129936797.86774,Beta+,0.67,64.13
Oxygen,8,31,23,8,12.227,878748235335.0553,Spontaneous Fission,0.143,67.93
Fluorine,9,35,26,9,12.521,130565957643.63965,Alpha,0.604,61.45
Magnesium,12,35,23,12,4.013,23694035049.564465,Gamma,0.849,59.4
Beryllium,4,13,9,4,10.439,234836872641.54984,Spontaneous Fission,0.477,98.07
Neon,10,22,12,10,13.622,63354099500.48487,Spontaneous Fission,0.333,51.72
Hydrogen,1,4,3,1,6.353,137268818122.75903,Alpha,0.38,65.8
Carbon,6,21,15,6,10.378,633921321442.929,Spontaneous Fission,0.215,80.85
Nitrogen,7,24,17,7,11.844,891317890978.9431,Alpha,0.595,93.48
Sodium,11,40,29,11,2.673,316398159599.5884,Gamma,0.845,87.37
Hydrogen,1,4,3,1,12.832,520942207302.6775,Beta+,0.983,77.84
Neon,10,20,10,10,4.763,27716652991.26158,Electron Capture,0.089,54.9
Phosphorus,15,47,32,15,11.141,316242129303.4503,Gamma,0.121,77.26
Silicon,14,42,28,14,9.481,997350811804.127,Electron Capture,0.058,50.74
Boron,5,19,14,5,4.244,927503072033.3312,Gamma,0.088,61.18
Nitrogen,7,19,12,7,7.156,368666561565.12946,Alpha,0.476,69.35
Phosphorus,15,54,39,15,1.405,462983140281.858,Spontaneous Fission,0.301,96.4
Aluminum,13,50,37,13,5.686,571739804203.7845,Beta-,0.506,50.7
Nitrogen,7,15,8,7,5.084,705923775996.209,Alpha,0.825,94.47
Neon,10,39,29,10,11.255,905961955613.0371,Alpha,0.753,91.88
Sodium,11,42,31,11,6.292,417453271169.8908,Alpha,0.989,97.85
Silicon,14,51,37,14,12.517,inf,Stable,1.0,100.0
Lithium,3,11,8,3,9.132,495295855357.0852,Beta+,0.823,92.99
Phosphorus,15,36,21,15,13.148,380634705697.50824,Beta+,0.73,83.83
Magnesium,12,37,25,12,9.683,399130678808.5395,Beta+,0.025,54.37
Magnesium,12,47,35,12,8.264,971153200923.0734,Alpha,0.036,51.46
Carbon,6,15,9,6,10.109,929345929546.7842,Gamma,0.379,95.75
Sodium,11,39,28,11,2.964,682257347992.7806,Alpha,0.897,82.98
Helium,2,5,3,2,1.157,312063580497.995,Gamma,0.882,65.66
Sodium,11,30,19,11,4.777,640460918316.9175,Beta-,0.776,70.68
Hydrogen,1,3,2,1,12.97,129856696732.83995,Electron Capture,0.315,72.57
Aluminum,13,36,23,13,4.724,671043200175.1934,Gamma,0.556,91.94
Oxygen,8,21,13,8,5.069,210021067400.1629,Gamma,0.805,87.89
Neon,10,28,18,10,1.033,inf,Stable,1.0,100.0
Boron,5,10,5,5,14.729,494965343575.2913,Beta+,0.732,79.16
Phosphorus,15,30,15,15,5.576,335611663787.48444,Gamma,0.372,66.14
Magnesium,12,32,20,12,4.574,539142381162.5157,Beta+,0.635,95.77
Lithium,3,10,7,3,4.427,972788195030.4594,Gamma,0.527,89.48
Magnesium,12,48,36,12,14.398,inf,Stable,1.0,100.0
Magnesium,12,48,36,12,3.915,639953546517.485,Beta+,0.52,66.87
Boron,5,10,5,5,3.467,693061280943.2743,Beta-,0.586,70.46
Helium,2,7,5,2,2.947,inf,Stable,1.0,100.0
Sodium,11,24,13,11,5.954,396216384438.17365,Beta-,0.03,79.87
Lithium,3,10,7,3,13.549,316812443586.5128,Alpha,0.472,82.95
Fluorine,9,33,24,9,9.72,197515870488.88763,Alpha,0.761,91.3
Hydrogen,1,4,3,1,14.718,inf,Stable,1.0,100.0
Oxygen,8,26,18,8,6.758,414337494796.3131,Beta-,0.425,81.8
Magnesium,12,48,36,12,9.12,425946888877.14014,Spontaneous Fission,0.396,90.83
Phosphorus,15,54,39,15,8.98,228623743833.67468,Beta+,0.879,57.51
Lithium,3,11,8,3,12.142,248618246379.66202,Gamma,0.215,59.29
Nitrogen,7,20,13,7,8.875,286420066806.3083,Beta-,0.552,91.47
Aluminum,13,26,13,13,11.23,474198366597.1965,Beta+,0.133,93.86
